gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn
Male;0;No;No;2;5028-GZLDO;Yes
Male;1;No;No;1;5028-HTLJB;Yes
Female;0;No;No;1;5032-MIYKT;No
Female;0;No;No;38;5032-USPKF;No
Male;0;No;No;11;5035-BVCXS;No
Female;0;No;No;56;5035-PGZXH;No
Female;0;Yes;No;72;5038-ETMLM;No
Female;0;No;No;13;5039-LZRQT;No
Female;0;No;No;1;5043-TRZWM;No
Female;0;Yes;No;7;5044-LRQAQ;No
Female;0;Yes;No;51;5044-XDPYX;No
Female;1;Yes;No;29;5046-NUHWD;No
Male;1;No;Yes;1;5047-LHVLY;Yes
Male;0;No;No;1;5049-GLYVG;Yes
Male;0;No;No;26;5049-MUBWG;No
Male;0;No;No;3;5052-PNLOS;Yes
Male;0;No;Yes;1;5054-IEXZT;Yes
Female;0;Yes;Yes;67;5055-BRMNE;No
Female;0;Yes;No;65;5055-MGMGF;No
Female;0;No;Yes;43;5056-FIMPT;No
Female;0;No;No;39;5057-LCOUI;Yes
Female;0;Yes;Yes;9;5057-RKGLH;No
Male;0;Yes;Yes;30;5060-TQUQN;No
Female;0;Yes;Yes;32;5061-PBXFW;No
Male;0;Yes;Yes;25;5062-CJJKH;No
Male;0;No;No;13;5063-IUOKK;No
Female;0;Yes;No;3;5066-GFJMM;No
Male;0;No;No;2;5067-DGXLL;No
Male;0;Yes;Yes;67;5067-WJEUN;No
Male;1;Yes;Yes;66;5067-XJQFU;No
Female;0;Yes;Yes;4;5071-FBJFS;No
Female;0;Yes;Yes;50;5073-RZGBK;No
Female;0;No;No;60;5073-WXOYN;Yes
Male;0;No;No;64;5074-FBGHB;No
Female;0;No;No;59;5075-JSDKI;No
Male;0;No;No;51;5076-YVXCM;No
Female;0;No;No;1;5077-DXTCG;Yes
Female;0;No;No;10;5081-NWSUP;No
Female;0;Yes;Yes;17;5084-OOVCJ;No
Female;0;Yes;No;18;5087-SUURX;Yes
Male;0;No;No;1;5088-QZLRL;No
Female;0;Yes;No;58;5089-IFSDP;Yes
Female;0;Yes;No;59;5090-EMGTC;No
Female;0;No;No;2;5091-HFAZW;No
Female;0;No;No;24;5092-STPKP;No
Female;0;Yes;No;47;5093-FEGLU;No
Female;0;Yes;No;3;5095-AESKG;Yes
Female;0;Yes;No;55;5095-ETBRJ;No
Male;1;Yes;Yes;43;5099-BAILX;Yes
Female;0;No;Yes;1;5103-MHMHY;Yes
Male;0;No;No;11;5108-ADXWO;Yes
Female;0;No;No;60;5110-CHOPY;No
Male;0;No;Yes;72;5115-GZDEL;No
Female;0;Yes;Yes;69;5115-SQAAU;No
Male;1;Yes;No;29;5117-IFGPS;No
Female;0;Yes;Yes;71;5117-ZSMHQ;No
Female;0;Yes;No;48;5118-MUEYH;No
Male;0;Yes;No;36;5119-KEPFY;No
Male;1;Yes;No;2;5119-NZPTV;No
Female;0;Yes;No;50;5120-ZBLAI;No
Female;0;No;No;3;5122-CYFXA;No
Male;0;No;No;31;5124-EOGYE;No
Male;0;No;Yes;63;5125-CNDSP;No
Male;0;Yes;Yes;54;5126-RCXYW;No
Female;0;Yes;Yes;56;5127-BZENZ;No
Female;0;Yes;No;43;5129-HHMZC;No
Male;0;No;No;25;5129-JLPIS;No
Male;1;No;No;25;5130-IEKQT;Yes
Female;0;Yes;No;62;5130-YPIRV;No
Male;0;Yes;Yes;49;5131-PONJI;No
Male;0;No;No;1;5133-POWUA;No
Male;0;No;No;8;5133-VRSAB;No
Female;0;Yes;Yes;1;5134-IKDAY;Yes
Male;1;Yes;No;72;5135-GRQJV;No
Female;0;Yes;Yes;63;5135-RDDQL;No
Male;0;No;No;54;5136-GFPMB;No
Female;0;Yes;Yes;33;5136-KCKGI;Yes
Male;0;No;No;31;5136-RGMZO;No
Male;0;No;No;10;5138-WVKYJ;Yes
Female;0;Yes;No;59;5140-FOMCQ;No
Female;0;No;Yes;9;5141-ZUVBH;No
Female;1;No;No;10;5143-EGQFK;Yes
Male;0;No;No;1;5143-WMWOG;Yes
Male;0;No;No;4;5144-PQCDZ;No
Male;1;No;No;38;5144-TVGLP;No
Female;0;No;No;16;5146-CBVOE;No
Male;0;No;No;67;5146-YYFRZ;No
Female;0;No;No;20;5148-HKFIR;No
Female;0;Yes;No;64;5148-ORICT;No
Male;0;Yes;Yes;28;5149-CUZUJ;No
Female;0;Yes;Yes;71;5149-QYTTU;No
Female;0;No;No;21;5149-TGWDZ;No
Male;1;No;No;3;5150-ITWWB;No
Male;0;Yes;Yes;31;5150-LJNSR;No
Male;0;Yes;No;37;5151-HQRDG;No
Male;0;Yes;Yes;68;5153-LXKDT;No
Female;0;No;No;34;5153-RTHKF;No
Female;0;No;No;9;5154-VEKBL;Yes
Female;0;Yes;Yes;28;5155-AZQPB;No
Female;0;No;Yes;3;5156-UMKOW;No
Female;0;Yes;Yes;11;5158-RIVOP;No
Female;0;No;No;2;5159-YFPKQ;Yes
Male;0;No;Yes;17;5160-UXJED;No
Male;0;Yes;Yes;69;5161-UBZXI;No
Male;0;Yes;No;37;5161-XEUVX;No
Male;1;No;No;4;5167-GBFRE;Yes
Male;0;No;No;1;5167-ZFFMM;Yes
Female;0;Yes;No;72;5168-MQQCA;No
Male;0;Yes;Yes;8;5168-MSWXT;No
Female;0;Yes;Yes;49;5170-PTRKA;No
Male;0;No;No;27;5171-EPLKN;No
Male;0;No;No;4;5172-MIGPM;No
Male;0;Yes;No;72;5172-RKOCB;No
Male;0;Yes;No;2;5173-WXOQV;No
Male;0;No;No;2;5173-ZXXXL;No
Male;0;Yes;Yes;67;5174-ITUMV;No
Female;0;No;No;9;5174-RNGBH;Yes
Female;0;No;No;4;5175-AOBHI;Yes
Male;0;No;No;22;5175-WLYXL;No
Female;0;No;No;48;5176-LDKUH;No
Female;0;No;No;47;5176-LMJXE;No
Female;0;Yes;No;66;5176-OLSKT;No
Female;0;No;Yes;37;5177-RVZNU;No
Male;1;Yes;No;1;5178-LMXOP;Yes
Male;1;Yes;Yes;22;5180-UCIIQ;Yes
Female;0;Yes;Yes;56;5181-OABFK;No
Female;0;No;No;72;5183-KLYEM;No
Male;0;No;No;10;5183-SNMJQ;No
Male;0;No;No;9;5186-EJEGL;No
Female;0;No;No;35;5186-PEIZU;No
Male;1;No;No;1;5186-SAMNZ;Yes
Male;1;Yes;No;54;5188-HGMLP;No
Female;1;No;No;1;5192-EBGOV;Yes
Male;0;No;No;63;5193-QLVZB;No
Female;1;No;No;53;5195-KPUNQ;No
Female;0;No;No;1;5196-SGOAK;Yes
Male;0;Yes;Yes;67;5196-WPYOW;No
Female;0;Yes;No;71;5197-LQXXH;No
Female;0;Yes;Yes;42;5197-PYEPU;No
Female;0;Yes;Yes;12;5197-YPYBZ;No
Male;1;Yes;No;57;5198-EFNBM;No
Male;0;Yes;Yes;35;5198-HQAEN;No
Male;0;No;Yes;33;5199-FPUSP;No
Male;0;Yes;Yes;62;5201-CBWYG;No
Male;0;No;No;25;5201-FRKKS;No
Female;0;Yes;No;26;5201-USSQZ;No
Female;0;No;Yes;39;5202-IVJNU;Yes
Female;0;No;No;34;5203-XEHAX;No
Female;0;Yes;Yes;49;5204-HMGYF;No
Male;0;No;No;19;5204-QZXPU;Yes
Male;0;No;No;17;5206-HPJKM;No
Male;0;No;No;53;5206-XZZQI;No
Male;0;Yes;Yes;1;5207-PLSTK;No
Male;0;Yes;No;70;5208-FVQKB;No
Female;0;No;No;2;5208-HFSBT;Yes
Male;0;No;No;28;5213-TWWJU;No
Male;0;No;No;27;5214-CHIWJ;No
Male;0;Yes;Yes;72;5214-NLTIT;No
Female;0;Yes;Yes;7;5215-LNLDJ;No
Female;1;Yes;No;31;5216-WASFJ;No
Female;0;Yes;No;33;5219-YIPTK;Yes
Male;0;Yes;Yes;68;5220-AGAAX;No
Male;0;No;No;32;5222-IMUKT;No
Male;0;No;No;4;5222-JCXZT;No
Male;0;No;No;64;5223-UZAVK;No
Male;0;No;No;26;5226-NOZFC;No
Male;1;Yes;No;71;5227-JSCFE;No
Male;0;No;No;13;5228-EXCET;Yes
Female;0;No;No;41;5229-DTFYB;No
Male;0;No;No;8;5229-PRWKT;Yes
Female;0;No;No;41;5231-FIQPA;No
Female;0;No;No;47;5232-NXPAY;No
Female;0;Yes;No;29;5233-AOZUF;No
Male;1;No;No;8;5233-GEEAX;Yes
Female;0;No;No;57;5236-PERKL;Yes
Female;0;No;No;42;5236-XMZJY;No
Female;0;No;No;57;5240-CAOYT;No
Male;1;No;No;1;5240-IJOQT;Yes
Male;0;Yes;Yes;45;5242-UOWHD;No
Male;0;No;No;54;5243-SAOTC;No
Male;1;Yes;No;33;5244-IRFIH;Yes
Female;0;Yes;No;52;5245-VDBUR;No
Male;0;Yes;Yes;71;5248-KWLAR;No
Female;1;Yes;Yes;72;5248-RPYWW;No
Male;0;Yes;No;72;5248-YGIJN;No
Female;0;Yes;Yes;40;5249-QYHEX;No
Female;0;Yes;Yes;64;5256-SKJGO;No
Female;0;Yes;Yes;26;5260-UMPWX;No
Female;0;No;No;4;5261-QSHQM;Yes
Male;0;Yes;Yes;52;5266-PFRQK;No
Female;1;Yes;No;62;5268-DSMNQ;No
Male;0;Yes;Yes;42;5269-NRGDP;No
Male;1;No;No;11;5271-DBYSJ;No
Male;0;Yes;Yes;68;5271-YNWVR;Yes
Female;0;Yes;Yes;41;5274-XHAKY;No
Male;0;Yes;Yes;72;5275-PMFUT;No
Male;0;No;No;1;5275-SQEIZ;Yes
Female;1;No;No;2;5276-KQWHG;Yes
Female;1;No;No;2;5277-ZLOOR;Yes
Female;0;No;No;49;5278-PNYOX;No
Male;1;No;No;36;5281-BUZGT;Yes
Female;0;Yes;No;56;5285-MVEHD;No
Male;0;Yes;No;72;5286-YHCVC;No
Male;1;Yes;Yes;71;5287-QWLKY;Yes
Male;1;No;No;11;5288-AHOUP;No
Female;1;Yes;No;11;5293-WXJAK;Yes
Male;0;Yes;Yes;51;5294-CDGWY;Yes
Female;0;Yes;Yes;29;5294-DMSFH;No
Male;0;Yes;No;53;5294-IMHHT;No
Male;0;No;Yes;4;5295-PCJOO;Yes
Male;0;Yes;Yes;46;5296-BFCYD;No
Female;0;Yes;No;72;5296-PSYVW;No
Female;0;Yes;No;63;5297-MDOIR;No
Female;1;No;No;60;5298-GSTLM;No
Female;0;Yes;Yes;10;5299-RULOA;Yes
Male;0;No;No;3;5299-SJCZT;Yes
Male;0;No;No;32;5301-GAUUY;Yes
Male;0;No;No;35;5302-BDJNT;No
Male;1;Yes;No;72;5304-EFJLP;No
Male;0;Yes;Yes;48;5306-BVTKJ;No
Female;1;Yes;No;32;5307-DZCVC;Yes
Female;0;Yes;Yes;53;5307-UVGNB;No
Female;0;No;No;7;5309-TAIKL;No
Male;0;No;No;46;5310-NOOVA;No
Male;0;No;No;12;5311-IHLEI;No
Female;0;Yes;Yes;64;5312-IRCFR;No
Female;0;No;Yes;15;5312-TSZVC;No
Female;0;No;No;41;5312-UXESG;No
Male;0;No;No;51;5313-FPXWG;No
Male;1;Yes;Yes;28;5315-CKEQK;No
Female;0;No;No;66;5317-FLPJF;No
Female;0;No;No;2;5318-IXUZF;Yes
Male;0;Yes;Yes;43;5318-YKDPV;No
Female;0;Yes;Yes;58;5320-BRKGK;No
Male;0;Yes;Yes;66;5321-NTRKC;No
Female;0;Yes;Yes;71;5322-TEUJK;No
Male;0;Yes;Yes;31;5322-ZSMZY;No
Male;0;Yes;No;71;5324-KTGCG;No
Male;0;Yes;No;31;5325-UWTWJ;No
Male;0;Yes;No;48;5327-CNLUQ;No
Male;1;Yes;No;72;5327-XOKKY;No
Male;1;Yes;No;72;5329-KRDTM;No
Male;1;Yes;No;54;5331-RGMTT;No
Male;1;No;No;72;5334-AFQJB;No
Female;0;Yes;No;60;5334-JLAXU;No
Female;1;Yes;Yes;65;5336-UFNZP;No
Male;0;Yes;Yes;34;5337-IIWKZ;No
Male;0;No;Yes;37;5338-YHWYT;No
Male;0;No;No;4;5339-PXDVH;No
Male;0;Yes;Yes;62;5339-TJFEK;No
Female;0;No;No;52;5343-SGUBI;No
Male;0;Yes;No;8;5345-BMKWB;No
Female;0;Yes;Yes;69;5346-BZCHP;No
Male;0;No;No;12;5348-CAGXB;No
Female;0;Yes;Yes;5;5349-AZPEW;No
Male;0;No;No;2;5349-IECLD;Yes
Male;0;No;Yes;1;5351-QESIO;No
Female;0;No;No;28;5353-WILCI;No
Female;0;No;No;3;5356-CSVSQ;No
Male;0;No;No;58;5356-KZCKT;No
Male;0;No;No;1;5356-RHIPP;Yes
Male;1;No;No;9;5357-TZHPP;Yes
Female;0;Yes;No;71;5360-LJCNJ;No
Male;0;Yes;Yes;72;5360-XGYAZ;No
Male;0;No;No;13;5364-EVNIB;Yes
Male;0;Yes;No;51;5364-XYIRR;Yes
Female;0;No;No;2;5365-LLFYV;No
Male;0;No;No;20;5366-IJEQJ;Yes
Female;0;Yes;No;18;5366-OBVMR;No
Male;0;No;No;37;5370-IIVVL;No
Female;1;No;No;50;5371-VYLSX;No
Female;0;No;Yes;21;5372-FBKBN;No
Male;1;Yes;No;36;5373-SFODM;Yes
Male;0;Yes;Yes;69;5375-XLDOF;No
Female;0;No;No;1;5376-DEQCP;Yes
Male;0;Yes;Yes;72;5376-PCKNB;No
Female;0;Yes;Yes;71;5377-NDTOU;No
Female;0;No;No;1;5378-IKEEG;Yes
Female;0;No;No;5;5380-AFSSK;Yes
Male;0;No;No;34;5380-WJKOV;Yes
Female;0;No;No;38;5380-XPJNZ;No
Male;0;No;No;22;5382-SOYZL;No
Male;0;No;No;45;5382-TEMLV;No
Female;1;Yes;No;8;5383-MMTWC;Yes
Female;0;Yes;Yes;15;5384-ZTTWP;No
Male;1;Yes;No;52;5385-SUIRI;Yes
Female;1;Yes;No;66;5386-THSLQ;No
Female;1;No;No;66;5387-ASZNZ;No
Male;1;Yes;No;32;5389-FFVKB;Yes
Female;0;No;No;12;5392-AKEMH;No
Female;0;Yes;Yes;32;5393-HJZSM;No
Male;0;No;No;1;5393-RXQSZ;Yes
Female;0;Yes;Yes;60;5394-MEITZ;No
Male;0;No;No;37;5394-SVGJV;Yes
Male;0;No;No;9;5396-IZEPB;No
Male;0;Yes;Yes;67;5397-NSKQG;No
Male;1;Yes;No;65;5397-TUPSH;No
Male;0;No;No;5;5399-ZIMKF;No
Male;0;No;No;16;5402-HTOTQ;No
Male;0;No;No;5;5404-GGUKR;No
Female;0;No;No;8;5405-ZMYXQ;No
Female;0;No;No;71;5406-KGRMX;No
Male;0;No;No;57;5414-OFQCB;No
Female;1;No;No;4;5419-CONWX;Yes
Male;1;Yes;No;30;5419-JKZNQ;No
Male;0;No;No;1;5419-JPRRN;Yes
Female;0;Yes;Yes;25;5419-KLXBN;Yes
Female;0;No;No;32;5423-BHIXO;No
Male;0;No;No;10;5424-RLQLC;No
Female;0;No;No;12;5429-LWCMV;No
Female;0;No;Yes;14;5433-KYGHE;No
Female;0;Yes;No;19;5438-QMDDL;No
Male;1;Yes;No;41;5439-WIKXB;No
Male;1;Yes;No;69;5440-FLBQG;Yes
Male;0;No;No;69;5440-VHLUL;No
Female;0;No;No;2;5442-BHQNG;No
Female;0;Yes;Yes;33;5442-BXVND;No
Male;0;Yes;Yes;12;5442-PPTJY;No
Male;0;No;Yes;3;5442-UTCVD;Yes
Male;0;Yes;Yes;11;5442-XSDCW;Yes
Female;0;Yes;No;58;5443-SCMKX;No
Female;0;No;No;22;5445-GLVOT;No
Male;0;No;No;62;5445-PZWGX;Yes
Female;0;Yes;No;7;5445-UTODQ;Yes
Female;1;Yes;Yes;61;5446-DKWYW;No
Male;0;No;No;27;5447-VYTKW;No
Female;0;No;No;53;5447-WZAFP;No
Female;0;No;Yes;19;5448-VWNAM;No
Male;0;Yes;Yes;19;5449-FIBXJ;Yes
Male;0;Yes;Yes;56;5451-MHQOF;No
Female;1;Yes;No;72;5451-YHYPW;No
Male;0;Yes;No;17;5453-AXEPF;No
Male;0;Yes;Yes;70;5453-YBTWV;No
Male;1;Yes;No;72;5456-ITGIC;No
Male;0;Yes;Yes;69;5457-COLHT;No
Male;0;Yes;Yes;65;5458-CQJTA;Yes
Male;1;Yes;No;43;5461-QKNTN;No
Female;0;Yes;Yes;41;5465-BUBFA;No
Male;0;Yes;No;46;5468-BPMMO;No
Male;0;Yes;Yes;61;5469-CTCWN;Yes
Male;0;No;No;19;5469-NUJUR;No
Female;0;No;No;68;5472-CVMDX;No
Female;0;Yes;Yes;52;5473-KHBPS;No
Male;0;Yes;No;24;5474-LAMUQ;No
Female;0;No;No;33;5478-JJVZK;No
Female;1;No;No;3;5480-HPRRX;Yes
Female;0;Yes;No;24;5480-TBGPH;Yes
Female;0;Yes;Yes;31;5480-XTFFL;No
Female;1;Yes;No;67;5481-NTDOH;No
Female;0;No;No;4;5482-NUPNA;Yes
Female;1;No;No;2;5482-PLVPE;Yes
Male;0;No;No;22;5482-VXSXJ;No
Male;0;Yes;No;66;5485-ITNPC;No
Male;1;No;No;2;5485-WUYWF;Yes
Male;0;No;No;2;5493-SDRDQ;Yes
Female;0;No;No;1;5494-HECPR;Yes
Female;0;Yes;Yes;71;5494-WOZRZ;No
Male;0;No;No;20;5495-GPSRW;No
Female;0;Yes;Yes;66;5498-IBWPI;No
Female;0;Yes;Yes;34;5498-TXHLF;Yes
Female;0;Yes;No;47;5499-ECUTN;No
Male;0;No;No;1;5501-TVMGM;No
Female;0;Yes;Yes;69;5502-RLUYV;Yes
Female;0;No;No;70;5504-WSIUR;No
Female;0;No;No;17;5505-OVWQW;No
Male;0;No;Yes;1;5510-BOIUJ;Yes
Male;0;Yes;Yes;46;5512-IDZEI;No
Male;0;No;Yes;41;5514-YQENT;No
Female;0;No;No;54;5515-AKOAJ;Yes
Male;0;Yes;Yes;1;5515-IDEJJ;Yes
Male;0;No;No;8;5515-RUGKN;No
Female;0;No;No;12;5519-NPHVG;Yes
Male;0;No;Yes;33;5519-TEEUH;No
Female;0;Yes;No;21;5519-YLDGW;Yes
Female;0;Yes;Yes;12;5520-FVEWJ;Yes
Male;0;No;Yes;1;5522-JBWMO;No
Male;0;Yes;Yes;25;5522-NYKPB;No
Male;0;Yes;Yes;33;5524-KHNJP;No
Female;0;No;No;11;5527-ACHSO;No
Female;0;No;No;47;5529-GIBVH;No
Male;1;No;No;7;5533-NHFRF;No
Male;0;No;No;49;5533-RJFTJ;No
Male;0;Yes;No;49;5536-RTPWK;Yes
Female;0;Yes;No;55;5536-SLHPM;Yes
Female;0;Yes;No;20;5537-UXXVS;No
Female;1;Yes;No;28;5539-HIVAK;No
Male;1;No;No;1;5539-TMZLF;Yes
Female;0;Yes;No;4;5542-DHSXL;No
Female;0;No;No;42;5542-NKVRU;No
Male;0;No;No;1;5542-TBBWB;No
Male;0;No;No;4;5543-QDCRY;No
Female;0;No;No;41;5546-BYZSM;No
Male;0;No;No;13;5546-QUERU;No
Male;0;Yes;Yes;50;5549-ZGHFB;No
Female;1;No;No;1;5550-VFRLC;Yes
Male;0;No;No;1;5552-ZNFSJ;Yes
Female;1;Yes;Yes;66;5553-AOINX;No
Male;0;No;Yes;10;5555-RNPGT;No
Female;1;Yes;No;2;5561-NWEVX;Yes
Male;0;Yes;Yes;1;5562-BETPV;No
Female;0;No;No;2;5562-YJQGT;No
Female;1;No;No;1;5564-NEMQO;Yes
Female;1;No;No;16;5565-FILXA;Yes
Male;0;Yes;Yes;27;5566-SOEZD;No
Male;0;No;No;58;5567-GZKQY;No
Male;1;Yes;No;3;5567-WSELE;Yes
Female;0;No;No;8;5568-DMXZS;No
Male;0;Yes;No;71;5569-IDSEY;No
Female;0;Yes;Yes;9;5569-KGJHX;Yes
Female;1;Yes;No;28;5569-OUICF;Yes
Female;0;Yes;No;3;5570-PTWEH;Yes
Female;0;No;No;22;5572-ZDXHY;Yes
Male;0;No;No;63;5574-NXZIU;No
Male;0;No;No;34;5575-GNVDE;No
Male;0;No;No;46;5575-TPIZQ;No
Female;0;No;No;15;5577-OTWWW;Yes
Female;0;Yes;Yes;58;5578-NKCXI;No
Male;0;Yes;Yes;44;5583-EJXRD;No
Male;0;Yes;No;1;5583-SXDAG;Yes
Male;0;No;No;22;5590-BYNII;Yes
Female;0;Yes;No;20;5590-YRFJT;Yes
Female;0;Yes;Yes;8;5590-ZSKRV;No
Female;0;Yes;Yes;24;5593-SUAOO;No
Female;0;No;No;1;5597-GLBUC;Yes
Female;0;No;No;72;5598-IKHQQ;No
Female;1;No;No;14;5599-HVLTW;No
Male;0;Yes;Yes;2;5600-KTXFM;No
Male;0;No;No;6;5600-PDUJF;No
Female;0;No;No;12;5602-BVFMK;No
Female;0;No;No;7;5605-IYGFG;No
Male;1;Yes;No;72;5605-XNWEN;No
Female;0;Yes;No;10;5606-AMZBO;No
Female;1;No;No;20;5609-CEBID;Yes
Female;0;No;No;15;5609-IMCGG;No
Female;0;No;No;58;5614-DNZCE;No
Male;0;No;Yes;20;5616-PRTNT;Yes
Female;0;Yes;No;46;5619-PTMIK;No
Male;0;No;No;4;5619-XZZKR;No
Female;0;Yes;Yes;35;5622-UEJFI;No
Female;0;No;No;1;5624-BQSSA;Yes
Female;0;No;No;9;5624-RYAMH;No
Female;0;No;No;20;5626-MGTUK;No
Female;0;No;Yes;35;5627-TVBPP;No
Male;0;No;No;21;5628-FCGYG;No
Female;1;No;No;49;5628-RKIFK;No
Female;0;No;Yes;3;5630-AHZIL;No
Female;0;No;No;47;5630-IXDXV;No
Male;0;No;Yes;13;5639-NTUPK;No
Female;0;No;No;30;5640-CAXOA;No
Female;0;Yes;No;58;5641-DMBFJ;No
Female;0;Yes;Yes;53;5642-MHDQT;No
Female;1;No;No;2;5644-PDMZC;Yes
Female;1;Yes;No;60;5647-FXOTP;No
Male;0;Yes;Yes;8;5647-URDKA;No
Male;1;No;No;2;5649-ANRML;Yes
Male;0;No;No;51;5649-RXQTV;No
Male;1;Yes;No;27;5649-TJHOV;Yes
Female;0;No;No;12;5649-VUKMC;Yes
Female;0;No;No;4;5650-VDUDS;Yes
Male;0;No;No;31;5650-YLIBA;No
Male;0;No;No;10;5651-CPDND;No
Female;0;Yes;No;41;5651-CRHKQ;No
Female;1;No;No;18;5651-WYIPH;No
Female;0;Yes;Yes;32;5651-YLPRD;No
Female;0;No;No;10;5652-MSDEY;No
Male;1;No;No;49;5655-JSMZM;Yes
Male;0;No;No;62;5656-JAMLX;No
Male;0;Yes;Yes;42;5656-MJEFC;No
Male;1;Yes;No;72;5663-QBGIS;No
Female;0;No;No;24;5666-CYCYZ;No
Male;0;No;No;65;5666-MBJPT;No
Female;0;Yes;Yes;72;5668-MEISB;No
Female;0;No;No;5;5669-SRAIP;Yes
Female;1;Yes;No;70;5671-RQRLP;No
Female;1;Yes;No;50;5671-UUNXD;No
Female;0;No;No;1;5673-FSSMF;Yes
Male;0;No;No;2;5673-TIYIB;Yes
Male;0;Yes;Yes;71;5676-CFLYY;No
Female;0;Yes;No;71;5678-VFNEQ;No
Female;0;No;No;68;5680-LQOGP;No
Male;0;Yes;Yes;43;5681-LLOEI;No
Female;0;Yes;Yes;72;5684-FJVYR;No
Female;0;Yes;Yes;5;5685-IIXLY;Yes
Male;0;No;No;17;5686-CMAWK;No
Female;0;No;No;4;5687-DKDTV;Yes
Male;0;Yes;Yes;15;5688-KZTSN;Yes
Female;0;No;No;1;5692-FPTAH;Yes
Male;1;No;No;31;5692-ICXLW;No
Male;0;No;No;41;5693-PIPCS;No
Male;0;Yes;Yes;67;5696-CEIQJ;No
Male;0;No;No;17;5696-EXCYS;No
Female;0;Yes;Yes;48;5696-JVVQY;No
Male;0;No;No;1;5696-QURRL;Yes
Female;1;Yes;Yes;28;5697-GOMBF;No
Female;0;No;No;9;5698-BQJOH;Yes
Male;1;No;No;71;5699-BNCAS;No
Female;0;Yes;No;26;5701-GUXDC;No
Female;0;No;Yes;1;5701-SVCWR;No
Female;1;Yes;No;11;5701-YVSVF;No
Male;0;No;No;13;5701-ZIKJE;No
Male;0;Yes;No;71;5702-KVQRD;No
Female;0;Yes;No;4;5702-SKUOB;No
Male;1;No;No;9;5707-ORNDZ;Yes
Male;0;Yes;Yes;53;5707-ZMDJP;No
Female;0;Yes;Yes;58;5708-EVONK;Yes
Female;0;No;No;43;5712-AHQNN;No
Male;0;No;No;2;5712-PTIWW;Yes
Female;0;No;No;4;5712-VBOXD;No
Female;0;Yes;Yes;65;5716-EZXZN;No
Female;0;No;Yes;13;5716-LIBJC;No
Male;0;Yes;No;49;5724-BIDBU;No
Female;0;Yes;Yes;8;5726-CVNYA;No
Male;0;Yes;Yes;72;5727-MYATE;No
Female;0;Yes;Yes;4;5729-KLZAR;Yes
Male;0;No;No;66;5730-DBDSI;No
Female;1;No;No;43;5730-RIITO;No
Male;1;Yes;No;52;5732-IKGQH;No
Female;0;No;No;61;5734-EJKXG;No
Male;0;No;Yes;69;5736-YEJAX;No
Male;0;Yes;Yes;70;5740-YHGTW;No
Male;0;No;No;71;5743-KHMNA;No
Male;1;Yes;No;10;5747-PMBSQ;Yes
Male;0;No;No;69;5748-RNCJT;Yes
Male;0;Yes;Yes;46;5751-USDBL;No
Female;0;No;No;28;5753-QQWPW;No
Female;0;No;No;11;5756-JYOJT;No
Male;1;Yes;No;61;5756-OZRIO;No
Female;0;No;No;3;5759-RCVCB;Yes
Male;0;No;No;6;5760-FXFVO;No
Male;0;No;No;3;5760-IFJOZ;No
Female;1;No;No;22;5760-WRAHC;No
Female;0;No;No;52;5762-TJXGK;No
Male;0;Yes;No;72;5766-FTRTS;No
Female;0;No;No;29;5766-XQXMQ;Yes
Male;0;No;No;1;5766-ZJYBB;Yes
Male;0;Yes;Yes;50;5774-QPLTF;No
Female;0;Yes;Yes;7;5774-XZTQC;No
Female;0;No;No;40;5777-KJIRB;No
Female;0;No;No;12;5777-ZPQNC;No
Female;0;No;No;9;5778-BVOFB;No
Female;0;No;No;8;5780-INQIK;No
Female;0;Yes;No;72;5781-BKHOP;No
Male;0;Yes;No;71;5781-RFZRP;No
Male;0;Yes;No;72;5787-KXGIY;No
Female;0;Yes;Yes;34;5788-YPOEG;No
Male;0;No;No;24;5789-LDFXO;No
Female;0;Yes;Yes;56;5791-KAJFD;No
Female;1;No;No;52;5792-JALQC;No
Female;0;Yes;Yes;55;5793-YOLJN;No
Female;0;Yes;Yes;69;5795-BKOYE;No
Female;0;Yes;No;68;5795-KTGUD;No
Female;0;No;No;1;5797-APWZC;Yes
Female;0;No;Yes;63;5799-JRCZO;No
Female;0;Yes;No;50;5802-ADBRC;No
Male;0;Yes;No;72;5803-NQJZO;No
Male;0;Yes;Yes;70;5804-HYIEZ;No
Female;0;Yes;Yes;39;5804-JMYIO;No
Female;1;No;No;2;5804-LEPIM;Yes
Female;0;No;Yes;3;5808-TOTXO;No
Female;0;Yes;Yes;52;5811-IWXYM;No
Male;1;No;No;33;5813-UECBU;Yes
Male;0;Yes;No;20;5815-HGGHV;No
Female;0;Yes;Yes;70;5816-JMLGY;No
Female;0;No;No;37;5816-QVHRX;No
Female;1;No;No;7;5816-SCGFC;No
Female;1;Yes;No;56;5820-PTRYM;No
Female;0;Yes;No;57;5821-MMEIL;No
Male;0;No;Yes;48;5825-XJOCM;No
Male;0;Yes;Yes;56;5827-MWCZK;No
Male;0;Yes;Yes;19;5828-AVIPD;Yes
Male;1;Yes;No;62;5828-DWPIL;No
Female;0;Yes;No;23;5829-NVSQN;No
Male;0;Yes;Yes;29;5832-EXGTT;No
Male;0;No;No;29;5832-TRLPB;No
Male;0;No;No;2;5832-XKAES;Yes
Male;0;No;No;1;5834-ASPWA;Yes
Male;0;No;No;3;5835-BEQEU;Yes
Female;0;Yes;Yes;21;5837-LXSDN;No
