gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
Male;0;Yes;Yes;23;6082-OQFBA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.65;436.9
Female;0;No;No;1;6086-ESGRL;Yes;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);80.15;80.15
Female;0;No;No;16;6087-MVHJH;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;88.45;1422.1
Male;0;Yes;No;72;6087-YPWHO;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;68.15;4808.7
Female;0;Yes;Yes;32;6088-BXMRG;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98.85;3089.6
Male;0;No;No;36;6092-QZVPP;No;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);79.2;2854.95
Female;0;No;No;68;6094-ZIVKX;No;Yes;No;DSL;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);54.45;3674.95
Female;0;Yes;Yes;64;6096-EGVTU;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24.9;1595.5
Female;0;Yes;Yes;66;6097-EQISJ;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);102.45;6615.15
Male;0;Yes;Yes;26;6100-FJZDG;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20.05;505.9
Male;0;Yes;Yes;17;6100-QQHEB;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;92.55;1515.1
Male;0;No;Yes;6;6101-IMRMM;Yes;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;94.5;575.45
Female;0;No;No;26;6103-BOCOU;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;80.7;2193.0
Male;0;Yes;Yes;59;6103-LIANB;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);99.5;5861.75
Female;0;Yes;Yes;44;6103-QCKFX;No;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);56.25;2419.55
Female;0;Yes;Yes;4;6108-OQZDQ;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;97.95;384.5
Male;0;No;No;3;6110-OHIHY;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79.25;267.6
Female;0;No;No;13;6112-KTHFQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.3;279.3
Female;0;No;No;29;6114-TCFID;No;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);39.5;1082.75
Female;0;Yes;No;72;6115-ZTBFQ;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);65.5;4919.7
Female;0;Yes;No;34;6116-RFVHN;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.45;3414.65
Male;0;No;No;46;6119-SPUDB;No;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;38.25;1755.35
Female;1;Yes;No;62;6120-RJKLU;No;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);79.95;4819.75
Female;1;No;No;63;6121-TNHBO;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);83.0;5243.05
Female;0;No;No;1;6121-VZNQB;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.1;19.1
Male;0;No;Yes;24;6122-EFVKN;No;No;No phone service;DSL;Yes;No;No;Yes;No;No;Two year;No;Mailed check;35.75;830.8
Male;0;Yes;Yes;70;6122-LJADA;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90.15;6237.05
Female;0;No;No;1;6124-ACRHJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.75;19.75
Female;0;Yes;No;16;6127-ISGTU;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84.95;1378.25
Male;1;No;No;1;6127-IYJOZ;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45.85;45.85
Male;1;Yes;No;41;6128-AQBMT;No;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;53.95;2215.4
Female;0;No;No;1;6128-CZOMY;Yes;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45.65;45.65
Female;0;No;No;56;6128-DAFVY;No;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);44.85;2564.95
Male;0;No;No;35;6131-FOYAS;No;Yes;Yes;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;59.6;2094.9
Female;0;Yes;Yes;19;6131-IUNXN;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.2;382.2
Female;0;No;No;13;6131-JLWZM;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.3;275.4
Female;0;No;No;18;6133-OZILE;No;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;35.2;607.3
Male;0;No;No;62;6134-KWTBV;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23.4;1429.65
Female;0;No;No;7;6135-OZQVA;No;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;53.65;404.35
Female;0;No;No;48;6137-MFAJN;No;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;44.8;2104.55
Female;0;Yes;Yes;6;6137-NICCO;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;94.05;518.75
Male;1;No;No;64;6139-ZZRBQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20.05;1198.05
Male;0;No;No;1;6140-QNRQQ;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;71.55;71.55
Male;0;No;No;1;6141-OOXUQ;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.65;19.65
Female;0;Yes;Yes;1;6142-VSJQO;Yes;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);44.35;44.35
Male;0;No;No;10;6143-JQKEA;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);45.8;436.2
Female;0;No;No;1;6145-NNPNO;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);44.15;44.15
Female;0;Yes;No;33;6147-CBCRA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.05;669.45
Female;0;Yes;No;68;6152-ONASV;No;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);58.25;3975.7
Female;0;No;No;26;6156-UZDLF;No;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);87.15;2274.1
Male;0;Yes;No;9;6158-DWPZT;Yes;No;No phone service;DSL;No;No;No;No;No;No;One year;No;Bank transfer (automatic);24.1;259.8
Male;0;No;No;1;6158-HDPXZ;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;25.35;25.35
Male;0;Yes;Yes;71;6161-ERDGD;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;85.45;6300.85
Male;1;No;No;3;6161-UUUTA;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79.9;260.9
Male;0;No;No;71;6164-HAQTX;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);53.95;3888.65
Female;0;Yes;Yes;6;6164-HXUGH;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.85;119.3
Female;0;No;No;2;6166-ILMNY;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69.75;144.55
Male;0;Yes;No;72;6166-YIPFO;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;64.7;4746.05
Female;1;No;No;3;6168-WFVVF;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.3;235.5
Male;0;No;No;59;6168-YBYNP;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111.35;6519.75
Female;0;No;No;57;6169-PGNCD;No;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);74.3;4166.35
Male;0;Yes;Yes;35;6169-PPETC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.5;759.35
Male;0;Yes;No;43;6171-ZTVYB;No;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);66.25;2907.35
Male;0;Yes;Yes;49;6172-FECYY;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;84.5;4254.85
Male;1;Yes;No;67;6173-GOLSU;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94.65;6079.0
Male;0;Yes;No;47;6173-ITPWD;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);83.35;4065.0
Male;0;No;No;46;6174-NRBTZ;No;No;No phone service;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);30.75;1489.3
Male;0;No;No;5;6175-IRFIT;No;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;78.75;426.35
Male;0;Yes;No;72;6176-YJWAS;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);97.95;7114.25
Female;0;No;No;48;6177-PEVRA;No;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Credit card (automatic);55.5;2627.35
Female;0;No;Yes;12;6178-KFNHS;Yes;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;78.3;909.25
Female;1;No;No;43;6179-GJPSO;Yes;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108.15;4600.7
Male;0;No;No;5;6180-YBIQI;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;24.3;100.2
Male;0;Yes;Yes;72;6181-AXXYF;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24.75;1859.1
Female;0;Yes;No;3;6184-DYUOB;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.6;55.25
Male;1;No;No;1;6185-TASNN;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;46.3;46.3
Female;0;Yes;No;38;6188-UXBBR;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20.25;814.75
Male;0;No;No;51;6194-HBGQN;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);81.15;4126.2
Male;0;No;No;57;6195-MELTI;No;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Mailed check;54.65;3134.7
Male;0;Yes;No;65;6196-HBOBZ;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Electronic check;99.35;6347.55
Female;0;Yes;No;56;6198-PNNSZ;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);109.8;6109.65
Female;0;Yes;No;17;6198-RTPMF;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;92.6;1579.7
Female;0;No;No;5;6198-ZFIOJ;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75.6;402.5
Female;0;Yes;Yes;29;6199-IPCAO;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;26.1;692.55
Female;1;Yes;No;46;6199-IWKGC;No;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Electronic check;100.25;4753.85
Female;0;No;No;22;6202-DYYFX;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Credit card (automatic);76.0;1783.6
Male;0;No;No;9;6202-JVYEU;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;19.9;164.6
Male;0;No;No;52;6203-HBZPA;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);63.9;3334.95
Female;0;No;No;3;6204-IEUXJ;Yes;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);80.1;217.55
Female;0;Yes;Yes;25;6207-WIOLX;Yes;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);58.6;1502.65
Male;1;No;No;9;6210-KBBPI;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99.45;919.4
Female;1;No;No;64;6211-WHMYA;No;No;No phone service;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;43.85;2751.0
Male;0;Yes;No;63;6211-WWLTF;No;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);99.7;6330.4
Female;0;No;No;50;6212-ATMLK;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.7;4729.75
Female;0;Yes;Yes;22;6214-EDAKZ;Yes;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;55.15;1206.05
Male;0;No;No;15;6215-NQCPY;No;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99.7;1566.75
Male;0;No;Yes;57;6217-KDYWC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19.6;1170.55
Female;0;Yes;No;17;6217-TOWGS;No;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);75.4;1322.55
Male;0;No;No;6;6218-KNUBD;No;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;59.45;357.6
Male;0;No;No;2;6221-AVQYL;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73.25;131.05
Female;0;No;No;42;6223-DHJGV;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20.65;958.1
Male;0;Yes;No;69;6227-FBDXH;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);99.5;6841.45
Female;0;No;Yes;15;6227-HWPWX;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69.0;994.8
Male;1;No;No;6;6229-LSCKB;No;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79.7;497.6
Male;0;Yes;Yes;56;6229-UOLQL;No;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Mailed check;52.0;2884.9
Female;1;No;No;1;6230-BSUXY;Yes;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;85.0;85.0
Male;0;Yes;Yes;4;6231-WFGFH;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.5;77.6
Female;0;No;No;45;6233-HXJMX;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);89.3;4192.15
Male;0;Yes;No;22;6234-PFPXL;No;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;No;Credit card (automatic);95.9;2234.95
Female;0;Yes;Yes;72;6234-RAAPL;No;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);99.9;7251.7
Female;1;No;No;5;6235-VDHOM;Yes;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;28.45;131.05
Female;0;No;Yes;18;6240-EURKS;Yes;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35.0;553.0
Male;0;Yes;No;66;6242-FEGFD;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;96.6;6424.25
Female;1;Yes;No;23;6242-MBHPK;No;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.1;2326.05
Male;0;Yes;Yes;62;6242-SGYTS;No;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);94.95;5791.85
Female;0;No;No;23;6243-OZGFH;No;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;44.95;996.85
Male;0;Yes;Yes;69;6244-BESBM;No;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);95.2;6671.7
Male;0;Yes;Yes;61;6248-BSHKG;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.4;1226.45
Female;0;Yes;Yes;70;6248-TKCQV;No;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);80.6;5460.2
Male;0;No;No;54;6250-CGGUN;No;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;No;Electronic check;84.4;4484.05
Female;0;Yes;No;37;6252-DFGTK;No;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);68.1;2479.25
Female;0;Yes;Yes;71;6253-GNHWH;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;71.1;5224.95
Male;0;Yes;Yes;13;6253-WRFHY;No;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;64.75;877.35
Male;0;Yes;No;71;6257-DTAYD;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);104.15;7365.3
Male;0;No;No;4;6257-RJOHI;No;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50.8;202.3
Male;0;No;No;7;6258-NGCNG;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;23.5;173.0
Male;0;Yes;No;68;6258-PVZWJ;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90.8;6302.85
Male;1;No;No;32;6259-WJQLC;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);81.1;2619.25
Male;0;No;No;1;6260-ONULR;No;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;62.8;62.8
Male;0;No;No;4;6260-XLACS;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.7;117.8
Female;0;No;No;26;6261-LHRTG;No;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);54.75;1406.9
Female;0;No;No;42;6261-RCVNS;Yes;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);73.9;3160.55
Male;0;No;No;31;6265-FRMTQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.4;609.1
Male;0;Yes;Yes;69;6265-SXWBU;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);95.75;6511.25
Female;0;No;No;65;6266-QHOJZ;No;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;Yes;Electronic check;89.85;5844.65
Female;1;Yes;No;30;6267-DCFFZ;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;90.05;2627.2
Male;0;Yes;No;60;6270-OMFIW;Yes;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;94.4;5610.25
Female;0;No;No;2;6275-YDUVO;Yes;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;86.2;178.7
Female;0;No;No;9;6278-FEPBZ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.25;186.15
Female;0;No;No;44;6281-FKEWS;No;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;49.05;2265.0
Male;0;No;Yes;71;6283-GITPX;No;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);76.9;5522.7
Male;1;No;No;22;6284-AHOOQ;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);90.5;1910.6
Female;0;Yes;No;56;6284-KMNUF;No;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;Yes;Electronic check;98.0;5270.6
Male;0;Yes;Yes;72;6285-FTQBF;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25.55;1867.7
Male;0;No;No;1;6286-SUUWT;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.95;19.95
Female;0;Yes;Yes;20;6286-ZHAOK;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);25.55;507.4
Female;0;Yes;Yes;54;6288-CHQJB;No;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);69.95;3871.85
Female;0;No;No;23;6288-LBEAR;No;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;79.1;1783.75
Male;0;Yes;Yes;33;6289-CPNLD;Yes;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;73.9;2405.05
Male;0;No;No;50;6292-TOSSS;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.9;1195.25
Male;0;Yes;No;72;6295-OSINB;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;109.65;7880.25
Female;0;No;No;19;6296-DDOOR;No;Yes;No;DSL;No;Yes;No;No;Yes;No;One year;No;Electronic check;58.2;1045.25
Female;0;Yes;No;70;6297-NOOPG;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;110.5;7752.05
Male;0;No;No;22;6298-QDFNH;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79.35;1730.35
Female;0;Yes;No;59;6300-BWMJX;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;93.35;5386.5
Male;0;No;Yes;31;6302-JGYRJ;Yes;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Mailed check;79.45;2587.7
Female;0;No;No;29;6303-KFWSL;No;Yes;Yes;DSL;No;Yes;No;No;No;No;One year;Yes;Electronic check;55.25;1620.2
Male;0;No;No;3;6304-IJFSQ;Yes;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;49.9;130.1
Male;0;No;No;69;6305-YLBMM;Yes;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);104.05;7262.0
Female;0;Yes;No;71;6308-CQRBU;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;109.25;7707.7
Female;0;No;No;29;6311-UEUME;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;78.9;2384.15
Male;1;No;No;53;6313-GIDIT;Yes;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;54.45;2854.55
Female;0;No;No;1;6317-YPKDH;Yes;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29.95;29.95
Male;0;Yes;Yes;20;6319-IEJWJ;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90.2;1776.55
Female;0;No;Yes;11;6319-QSUSR;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.7;216.2
Male;0;Yes;Yes;49;6322-HRPFA;No;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);59.6;2970.3
Male;0;Yes;No;49;6322-PJJDJ;No;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;94.8;4690.65
Male;0;No;No;59;6323-AYBRX;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.35;1099.6
Male;0;No;No;8;6326-MTTXK;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;100.85;819.55
Female;1;No;No;11;6328-ZPBGN;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95.15;997.65
Male;0;Yes;No;11;6330-JKLPC;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80.5;896.9
Male;0;No;No;20;6331-EWIEB;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85.25;1734.5
