PhoneService;MultipleLines;customerID;Churn
Yes;Yes;2223-GDSHL;No
Yes;No;2223-KAGMX;Yes
Yes;Yes;2225-ZRGSG;Yes
Yes;Yes;2226-ICFDO;No
Yes;No;2227-JRSJX;No
Yes;No;2228-BZDEE;No
Yes;No;2229-DPMBI;No
Yes;No;2229-VWQJH;No
Yes;No;2230-XTUWL;No
Yes;No;2232-DMLXU;Yes
Yes;Yes;2233-FAGXV;No
No;No phone service;2233-TXSIU;No
Yes;No;2234-EOFPT;No
Yes;Yes;2234-XADUH;No
No;No phone service;2235-DWLJU;No
Yes;Yes;2235-EZAIK;No
Yes;Yes;2235-ZGKPT;Yes
Yes;No;2236-HILPA;No
Yes;No;2237-ZFSMY;Yes
Yes;No;2239-CFOUJ;No
Yes;No;2239-CGBUZ;No
Yes;Yes;2239-JALAW;Yes
Yes;Yes;2240-HSJQD;No
Yes;Yes;2242-MFOTG;No
Yes;No;2243-FNMMI;No
Yes;Yes;2245-ADZFJ;No
Yes;Yes;2249-YPRNG;Yes
Yes;No;2250-IVBWA;No
Yes;Yes;2251-PYLPB;No
Yes;Yes;2252-ISRNH;No
Yes;Yes;2252-JHJGE;No
Yes;Yes;2252-NKNSI;No
No;No phone service;2253-KPMNB;No
Yes;Yes;2254-DLXRI;No
Yes;No;2256-YLYLP;No
Yes;Yes;2257-BOVXD;No
No;No phone service;2259-OUUSZ;No
Yes;No;2260-USTRB;Yes
Yes;No;2262-SLNVK;No
Yes;Yes;2263-SFSQZ;No
Yes;Yes;2265-CYWIV;Yes
Yes;No;2266-FUBDZ;No
Yes;Yes;2266-SJNAT;No
Yes;Yes;2267-FPIMA;No
Yes;Yes;2267-WTPYD;No
Yes;Yes;2270-CHBFN;No
Yes;Yes;2272-JKMSI;No
Yes;Yes;2272-QAGFO;Yes
Yes;No;2272-UOINI;No
Yes;Yes;2272-WUSPA;No
Yes;No;2273-QCKXA;No
No;No phone service;2274-XUATA;No
Yes;No;2275-RBYQS;No
Yes;Yes;2276-YDAVZ;Yes
Yes;No;2277-AXSDC;No
Yes;No;2277-BKJKN;No
Yes;Yes;2277-DJJDL;No
Yes;Yes;2277-VWCNI;No
Yes;Yes;2279-AXJJK;No
Yes;No;2282-YGNOR;No
Yes;No;2284-VFLKH;No
No;No phone service;2292-XQWSV;No
Yes;Yes;2293-IJWPS;No
Yes;Yes;2294-DMMUS;No
Yes;No;2294-SALNE;No
Yes;No;2296-DKZFP;No
Yes;No;2300-RQGOI;No
Yes;Yes;2302-ANTDP;Yes
Yes;Yes;2302-OUZXB;No
Yes;No;2303-PJYHN;No
Yes;No;2305-MRGLV;No
Yes;Yes;2307-FYNNL;No
Yes;No;2308-STERM;No
No;No phone service;2309-OSFEU;Yes
Yes;No;2311-QYMUQ;Yes
No;No phone service;2314-TNDJQ;No
No;No phone service;2316-ESMLS;No
Yes;No;2320-JRSDE;Yes
No;No phone service;2320-SLKMB;No
Yes;No;2320-TZRRH;No
Yes;No;2320-YKQBO;No
Yes;No;2321-OMBXY;Yes
Yes;No;2322-VCZHZ;No
Yes;No;2323-ARSVR;No
Yes;Yes;2324-AALNO;No
Yes;Yes;2324-EFHVG;No
Yes;No;2325-NBPZG;No
Yes;Yes;2325-WINES;No
Yes;No;2325-ZUSFD;Yes
Yes;Yes;2330-PQGDQ;No
Yes;No;2332-EFBJY;Yes
Yes;Yes;2332-TODQS;No
Yes;No;2333-KWEWW;No
No;No phone service;2335-GSODA;No
Yes;No;2338-BQEZT;No
Yes;No;2342-CKIAO;No
Yes;No;2344-JMOGN;Yes
Yes;No;2346-CZYIL;No
No;No phone service;2346-DJQTB;No
Yes;No;2346-LOCWC;No
Yes;Yes;2347-WKKAE;No
Yes;No;2348-KCJLT;No
Yes;No;2351-BKRZW;No
Yes;No;2351-RRBUE;No
Yes;Yes;2357-COQEK;Yes
Yes;No;2359-KLTEK;No
Yes;Yes;2359-KMGLI;Yes
Yes;No;2359-QWQUL;Yes
Yes;Yes;2360-RDGRO;No
No;No phone service;2361-FJWNO;No
Yes;No;2361-UPSND;No
Yes;Yes;2362-IBOOY;Yes
Yes;No;2363-BJLSL;No
Yes;No;2364-UFROM;No
Yes;Yes;2368-GAKKQ;No
Yes;No;2369-FEVNO;No
Yes;Yes;2369-UAPKZ;Yes
Yes;Yes;2371-JQHZZ;No
Yes;No;2371-JUNGC;No
Yes;No;2371-KFUOG;No
Yes;No;2372-HWUHI;Yes
Yes;No;2373-NTKOD;No
Yes;Yes;2378-HTWFW;No
Yes;Yes;2378-VTKDH;No
Yes;No;2378-YIZKA;No
Yes;No;2379-ENZGV;Yes
Yes;Yes;2379-GYFLQ;No
Yes;Yes;2380-DAMQP;No
Yes;Yes;2382-BCKQJ;Yes
Yes;No;2384-OVPSA;No
Yes;No;2386-LAHRK;Yes
Yes;No;2386-OWURY;No
Yes;No;2387-KDZQY;No
Yes;Yes;2388-LAESQ;No
Yes;Yes;2391-IPLOP;No
Yes;No;2391-SOORI;Yes
Yes;No;2393-DIVAI;No
Yes;No;2397-BRLOM;Yes
Yes;No;2398-YPMUR;Yes
Yes;No;2400-FEQME;No
Yes;Yes;2400-XIWIO;No
Yes;No;2402-TAIRZ;No
Yes;Yes;2403-BCASL;Yes
Yes;Yes;2404-JIBFC;No
No;No phone service;2405-LBMUW;No
Yes;No;2408-PSJVE;No
Yes;Yes;2408-TZMJL;Yes
No;No phone service;2408-WITXK;Yes
Yes;No;2410-CIYFZ;No
Yes;No;2418-TPEUN;No
Yes;Yes;2419-FSORS;No
Yes;No;2424-WVHPL;No
Yes;No;2428-HYUNX;No
Yes;No;2428-ZMCTB;No
Yes;No;2429-AYKKO;No
Yes;No;2430-RRYUW;No
Yes;Yes;2430-USGXP;Yes
Yes;Yes;2432-TFSMK;No
Yes;Yes;2433-KMEAS;Yes
Yes;Yes;2434-EEVDB;No
No;No phone service;2436-QBZFP;No
Yes;Yes;2439-LYPMQ;No
Yes;No;2439-QKJUL;No
Yes;Yes;2446-BEGGB;Yes
Yes;No;2446-PLQVO;Yes
Yes;Yes;2446-ZKVAF;No
Yes;No;2450-ZKEED;No
Yes;Yes;2451-YMUXS;No
Yes;Yes;2452-KDRRH;No
Yes;Yes;2452-MRMZF;No
Yes;No;2452-SNHFZ;No
Yes;Yes;2453-SAFNS;No
Yes;Yes;2454-RPBRZ;Yes
Yes;Yes;2455-USLMV;No
Yes;No;2458-EOMRE;No
No;No phone service;2460-FPSYH;Yes
Yes;Yes;2460-NGXBJ;No
Yes;Yes;2462-XIIJB;Yes
Yes;No;2465-BLLEU;No
Yes;No;2466-FCCPT;No
Yes;No;2466-NEJOJ;No
Yes;No;2468-SJFLM;No
Yes;Yes;2469-DTSGX;No
Yes;No;2472-OVKUP;Yes
Yes;Yes;2474-BRUCM;Yes
Yes;Yes;2474-LCNUE;No
Yes;Yes;2475-MROZF;No
Yes;Yes;2476-YGEFM;No
No;No phone service;2478-EEWWM;No
Yes;Yes;2479-BRAMR;Yes
Yes;Yes;2480-EJWYP;No
Yes;No;2480-JZOSN;No
Yes;No;2480-SQIOB;No
Yes;Yes;2481-SBOYW;No
Yes;No;2482-CZGBB;Yes
Yes;No;2483-XSSMZ;No
Yes;No;2484-DGXPZ;Yes
No;No phone service;2485-ITVKB;Yes
Yes;Yes;2486-WYVVE;No
No;No phone service;2495-INZWQ;Yes
Yes;Yes;2495-KZNFB;No
Yes;No;2495-TTHBQ;No
Yes;No;2498-XLDZR;No
Yes;Yes;2499-AJYUA;No
Yes;No;2501-XWWTZ;No
Yes;Yes;2504-DSHIH;No
Yes;No;2506-CLAKW;Yes
Yes;No;2506-TNFCO;Yes
Yes;Yes;2507-QZPQS;No
Yes;Yes;2509-TFPJU;No
Yes;Yes;2511-ALLCS;No
Yes;Yes;2511-MORQY;No
Yes;No;2514-GINMM;Yes
Yes;Yes;2516-VQRRV;Yes
Yes;No;2516-XSJKX;No
No;No phone service;2519-ERQOJ;No
Yes;Yes;2519-FAKOD;Yes
Yes;Yes;2519-LBNQL;No
Yes;Yes;2519-TWKFS;No
Yes;No;2521-NPUZR;No
Yes;Yes;2522-AHJXR;No
Yes;No;2522-WLNSF;No
Yes;No;2523-EWWZL;No
Yes;No;2525-GVKQU;No
Yes;No;2528-HFYZX;Yes
Yes;Yes;2530-ENDWQ;Yes
Yes;Yes;2530-FMFXO;No
Yes;Yes;2533-QVMSK;Yes
No;No phone service;2533-TIBIX;No
No;No phone service;2535-PBCGC;No
No;No phone service;2538-OIMXF;No
Yes;No;2541-YGPKE;No
Yes;No;2542-HYGIQ;No
Yes;Yes;2545-EBUPK;No
Yes;No;2545-LXYVJ;No
Yes;No;2546-KZAAT;No
Yes;No;2550-AEVRU;No
Yes;No;2550-QHZGP;No
Yes;Yes;2558-BUOZZ;No
Yes;Yes;2560-PPCHE;No
Yes;Yes;2560-QTSBS;No
Yes;Yes;2560-WBWXF;No
Yes;Yes;2565-JSLRY;Yes
Yes;No;2568-BRGYX;Yes
Yes;Yes;2568-OIADY;Yes
Yes;No;2569-WGERO;No
Yes;Yes;2573-GYRUU;No
Yes;No;2575-GFSOE;Yes
Yes;No;2576-HXMPA;No
Yes;Yes;2577-GVSIL;No
Yes;No;2578-JQPHZ;No
No;No phone service;2580-ASVVY;No
Yes;No;2580-ATZSQ;No
Yes;Yes;2581-VKIRT;No
No;No phone service;2582-FFFZR;No
Yes;No;2585-KTFRE;No
No;No phone service;2586-CWXVV;No
Yes;Yes;2587-EKXTS;No
Yes;No;2587-YNLES;No
Yes;No;2589-AYCRP;No
Yes;No;2592-HODOV;No
No;No phone service;2592-SEIFQ;Yes
Yes;No;2592-YKDIF;No
Yes;No;2595-KIWPV;No
Yes;No;2599-CIPQE;No
Yes;No;2599-CZABP;No
Yes;No;2603-HVKCG;No
Yes;No;2604-IJPDU;No
Yes;No;2604-XVDAM;No
No;No phone service;2606-PKWJB;No
No;No phone service;2606-RMDHZ;Yes
Yes;No;2607-DHDAK;No
Yes;No;2607-FBDFF;No
Yes;No;2608-BHKFN;Yes
Yes;Yes;2609-IAICY;Yes
Yes;Yes;2612-PHGOX;No
Yes;Yes;2612-RANWT;Yes
Yes;No;2612-RRIDN;Yes
Yes;Yes;2615-YVMYX;No
Yes;No;2616-FLVQC;No
Yes;Yes;2616-UUTFK;No
Yes;No;2619-WFQWU;Yes
Yes;No;2621-UDNLU;No
Yes;Yes;2623-DRYAM;No
No;No phone service;2625-TRCZQ;No
Yes;Yes;2626-URJFX;Yes
Yes;No;2626-VEEWG;No
Yes;Yes;2632-IVXVF;No
Yes;Yes;2632-TACXW;No
Yes;Yes;2632-UCGVD;Yes
Yes;Yes;2634-HCZGT;Yes
Yes;No;2636-ALXXZ;Yes
No;No phone service;2636-OHFMN;Yes
Yes;Yes;2636-SJDOU;No
Yes;No;2637-FKFSY;No
No;No phone service;2639-UGMAZ;No
Yes;No;2640-LYMOV;No
Yes;Yes;2640-PMGFL;Yes
Yes;Yes;2642-DTVCO;Yes
Yes;No;2642-MAWLJ;No
Yes;No;2645-QTLMB;Yes
Yes;Yes;2649-HWLYB;No
Yes;No;2650-GYRYL;No
Yes;Yes;2651-ZCBXV;No
Yes;No;2654-VBVPB;No
Yes;Yes;2656-FMOKZ;Yes
Yes;Yes;2656-TABEH;Yes
Yes;No;2657-ALMWY;Yes
Yes;No;2657-VPXTA;No
Yes;Yes;2659-VXMWZ;Yes
Yes;Yes;2660-EMUBI;Yes
Yes;No;2661-GKBTK;No
Yes;Yes;2662-NNTDK;No
Yes;No;2664-XJZNO;No
Yes;Yes;2665-NPTGL;No
Yes;No;2667-WYLWJ;Yes
Yes;No;2668-TZSPS;No
Yes;No;2669-OIDSD;No
Yes;Yes;2669-QVCRG;No
No;No phone service;2672-DZUOY;Yes
Yes;No;2672-HUYVI;Yes
Yes;No;2672-OJQZP;No
Yes;Yes;2672-TGEFF;No
Yes;Yes;2673-CXQEU;No
Yes;No;2673-ZALNP;No
Yes;Yes;2674-MIAHT;No
Yes;Yes;2674-MLXMN;No
Yes;Yes;2675-DHUTR;No
Yes;No;2675-IJRGJ;No
Yes;Yes;2675-OTVVJ;No
Yes;No;2676-ISHSF;No
Yes;No;2676-OXPPQ;No
Yes;Yes;2676-SSLTO;No
Yes;No;2680-XKKNJ;No
Yes;No;2682-KEVRP;No
Yes;Yes;2683-BPJSO;Yes
No;No phone service;2683-JXWQQ;No
Yes;Yes;2684-EIWEO;Yes
Yes;Yes;2685-SREOM;Yes
Yes;No;2688-BHGOG;No
Yes;No;2690-DVRVK;No
Yes;Yes;2691-NZETQ;Yes
Yes;Yes;2692-AQCPF;No
Yes;No;2692-BUCFV;No
Yes;Yes;2692-PFYTJ;No
Yes;Yes;2694-CIUMO;No
Yes;Yes;2696-ECXKC;No
Yes;No;2696-NARTR;Yes
Yes;Yes;2696-RZVZW;No
Yes;Yes;2697-NQBPF;No
Yes;No;2700-LUEVA;No
Yes;No;2703-AMTUL;No
Yes;Yes;2706-QZIHY;No
Yes;No;2709-UQGNP;No
Yes;No;2710-WYVXG;No
Yes;Yes;2712-SYWAY;No
Yes;No;2716-GFZOR;No
Yes;No;2717-HVIZY;No
Yes;No;2718-GAXQD;Yes
Yes;No;2718-YSKCS;No
Yes;No;2719-BDAQO;Yes
Yes;Yes;2720-FVBQP;No
Yes;Yes;2720-WGKHP;Yes
Yes;No;2722-JMONI;Yes
Yes;Yes;2722-VOJQL;Yes
No;No phone service;2724-FJDYW;No
Yes;No;2725-IWWBA;No
Yes;No;2725-KXXWT;Yes
Yes;Yes;2725-TTRIQ;No
Yes;No;2729-VNVAP;No
Yes;Yes;2731-GJRDG;No
Yes;No;2732-ISEZX;No
No;No phone service;2737-WFVYW;Yes
Yes;No;2737-YNGYW;Yes
Yes;Yes;2739-CACDQ;No
Yes;No;2739-CCZMB;No
Yes;Yes;2740-JFBOK;No
Yes;Yes;2740-TVLFN;No
Yes;Yes;2746-DIJLO;No
Yes;Yes;2748-MYRVK;Yes
Yes;No;2749-CTKAJ;No
Yes;No;2750-BJLSB;No
Yes;Yes;2753-JMMCV;No
Yes;Yes;2754-SDJRD;No
Yes;Yes;2754-VDLTR;Yes
Yes;No;2754-XBHTB;Yes
Yes;No;2758-RNWXS;No
Yes;No;2761-OCIAX;Yes
No;No phone service;2761-XECQW;No
No;No phone service;2770-NSVDG;No
No;No phone service;2773-MADBQ;No
Yes;Yes;2773-OVBPK;No
Yes;Yes;2774-LVQUS;Yes
Yes;No;2777-PHDEI;Yes
No;No phone service;2778-OCLGR;Yes
No;No phone service;2782-JEEBU;No
Yes;Yes;2782-LFZVW;No
Yes;Yes;2786-GCDPI;No
Yes;No;2788-CJQAQ;No
Yes;Yes;2789-CZANW;No
Yes;No;2789-HQBOU;No
Yes;Yes;2790-XUYMV;No
Yes;No;2791-SFVEW;No
Yes;No;2792-LSHWX;No
Yes;No;2792-VPPET;No
No;No phone service;2794-XIMMO;Yes
Yes;No;2796-NNUFI;No
Yes;No;2796-UUZZO;No
Yes;Yes;2798-NYLMZ;No
Yes;No;2799-ARNLO;No
Yes;Yes;2799-TSLAG;No
Yes;Yes;2800-QQUSO;No
Yes;No;2800-VEQXM;No
Yes;No;2801-NISEI;No
Yes;No;2804-ETQDK;No
Yes;No;2805-AUFQN;No
Yes;Yes;2805-EDJPQ;No
Yes;Yes;2806-MLNTI;No
Yes;Yes;2808-CHTDM;No
Yes;Yes;2809-ILCYT;No
Yes;Yes;2809-ZMYOQ;No
Yes;No;2810-FTLEM;Yes
Yes;No;2811-POVEX;No
No;No phone service;2812-ENYMO;No
Yes;No;2812-REYAT;No
Yes;No;2812-SFXMJ;No
Yes;No;2815-CPTUL;Yes
Yes;No;2817-LVCPP;No
No;No phone service;2817-NTQDO;Yes
Yes;No;2819-GWENI;No
Yes;No;2821-WARNZ;No
Yes;Yes;2823-LKABH;No
Yes;Yes;2824-DXNKN;No
Yes;Yes;2824-MYYBN;No
No;No phone service;2826-DXLQO;No
Yes;Yes;2826-UWHIS;No
Yes;No;2828-SLQPF;No
Yes;No;2829-HYVZP;No
Yes;No;2830-LEWOA;No
Yes;No;2831-EBWRN;No
Yes;Yes;2832-KJCRD;No
Yes;No;2832-SCUCO;No
Yes;No;2833-SLKDQ;Yes
No;No phone service;2834-JKOOW;No
Yes;Yes;2834-JRTUA;Yes
Yes;No;2834-SPCJV;Yes
Yes;No;2839-RFSQE;Yes
Yes;No;2840-XANRC;Yes
Yes;Yes;2842-BCQGE;No
Yes;No;2842-JTCCU;Yes
Yes;No;2843-CQMEG;No
Yes;Yes;2845-AFFTX;Yes
Yes;Yes;2845-HSJCY;Yes
Yes;No;2845-KDHVX;No
Yes;No;2848-YXSMW;No
Yes;No;2851-MMUTZ;No
Yes;No;2851-STERV;No
Yes;No;2853-CWQFQ;No
Yes;No;2856-HYAPG;Yes
Yes;No;2856-NNASM;Yes
Yes;Yes;2858-EIMXH;No
Yes;Yes;2858-MOFSQ;Yes
Yes;Yes;2860-RANUS;Yes
Yes;No;2862-JVEOY;No
No;No phone service;2862-PFNIK;No
Yes;Yes;2863-IMQDR;No
Yes;Yes;2865-TCHJW;Yes
Yes;No;2866-IKBTM;No
Yes;No;2867-UIMSS;Yes
Yes;Yes;2868-LLSKM;No
Yes;No;2868-MZAGQ;Yes
Yes;Yes;2868-SNELZ;Yes
Yes;Yes;2869-ADAWR;Yes
Yes;Yes;2873-ZLIWT;Yes
Yes;No;2874-YXVVA;No
Yes;Yes;2876-GZYZC;No
Yes;No;2876-VBBBL;Yes
No;No phone service;2877-VDUER;No
Yes;No;2878-DHMIN;No
Yes;Yes;2878-RMWXY;No
Yes;No;2880-FPNAE;No
Yes;No;2882-DDZPG;No
Yes;No;2882-WDTBA;No
Yes;Yes;2883-ILGWO;No
Yes;No;2884-GBPFB;Yes
Yes;Yes;2885-HIJDH;No
Yes;Yes;2886-KEFUM;Yes
Yes;No;2887-JPYLU;No
Yes;No;2888-ADFAO;No
Yes;Yes;2889-FPWRM;Yes
Yes;Yes;2890-WFBHU;No
Yes;No;2892-GESUL;No
No;No phone service;2894-QOJRX;Yes
Yes;No;2896-TBNBE;No
Yes;No;2897-DOVND;No
No;No phone service;2898-LSJGD;Yes
Yes;Yes;2898-MRKPI;No
Yes;No;2900-PHPLN;No
Yes;No;2903-YYTBW;No
Yes;Yes;2904-GGUAZ;No
Yes;No;2905-KFQUV;No
Yes;No;2907-ILJBN;No
Yes;Yes;2908-WGAXL;No
No;No phone service;2908-ZTPNF;No
Yes;Yes;2911-IJORQ;No
No;No phone service;2911-UREFD;Yes
Yes;Yes;2911-WDXMV;No
Yes;Yes;2916-BQZLN;No
Yes;No;2919-HBCJO;Yes
Yes;No;2920-RNCEZ;No
Yes;No;2921-XWDJH;No
Yes;Yes;2924-KHUVI;No
Yes;Yes;2925-MXLSX;No
Yes;Yes;2925-VDZHY;No
Yes;No;2926-JEJJC;No
Yes;Yes;2927-CVULT;No
Yes;Yes;2927-QRRQV;No
Yes;No;2928-HLDBA;No
Yes;No;2929-ERCFZ;Yes
Yes;Yes;2929-QNSRW;Yes
Yes;Yes;2930-UOTMB;Yes
Yes;No;2931-FSOHN;No
Yes;Yes;2931-SVLTV;No
Yes;Yes;2931-VUVJN;No
Yes;No;2931-XIQBR;No
No;No phone service;2933-FILNV;Yes
Yes;Yes;2933-XEUJM;No
Yes;Yes;2937-FTHUR;No
No;No phone service;2946-KIQSP;No
Yes;No;2947-DOMLJ;Yes
Yes;Yes;2951-QOQTK;Yes
Yes;Yes;2952-QAYZF;Yes
Yes;Yes;2954-PIBKO;No
Yes;No;2955-BJZHG;Yes
Yes;No;2955-PSXOE;Yes
Yes;Yes;2956-GGUCQ;Yes
Yes;Yes;2957-JIRMN;No
Yes;No;2957-LOLHO;Yes
Yes;No;2958-NHPPS;No
No;No phone service;2959-EEXWB;No
Yes;No;2959-FENLU;No
Yes;No;2959-MJHIC;Yes
Yes;No;2960-NKRSO;No
Yes;Yes;2961-VNFKL;No
Yes;No;2962-XPMCQ;Yes
Yes;No;2967-MXRAV;No
Yes;Yes;2968-SSGAA;Yes
No;No phone service;2969-QWUBZ;No
Yes;No;2969-VAPYH;No
Yes;No;2969-WGHQO;No
Yes;Yes;2971-SGAFL;No
Yes;Yes;2972-YDYUW;No
Yes;Yes;2974-GGUXS;No
Yes;Yes;2977-CEBSX;No
Yes;Yes;2978-XXSOG;No
Yes;Yes;2979-SXESE;Yes
Yes;Yes;2982-IHMFT;Yes
Yes;Yes;2982-VPSGI;Yes
Yes;No;2983-ZANRP;Yes
Yes;No;2984-AFWNC;No
Yes;No;2984-MIIZL;Yes
Yes;No;2984-RGEYA;No
Yes;Yes;2984-TBYKU;No
Yes;Yes;2985-FMWYF;No
Yes;Yes;2985-JUUBZ;No
Yes;Yes;2987-BJXIK;No
Yes;Yes;2988-GBIVW;No
Yes;No;2988-PLAHS;No
Yes;Yes;2988-QRAJY;No
Yes;No;2990-HWIML;Yes
Yes;Yes;2990-IAJSV;No
Yes;Yes;2990-OGYTD;No
Yes;No;2995-UPRYS;Yes
Yes;Yes;2995-YWTCD;No
No;No phone service;2996-XAUVF;No
Yes;No;2999-AANRQ;No
Yes;Yes;3001-CBHLQ;Yes
Yes;Yes;3001-UNBTL;No
Yes;Yes;3002-WQZWT;No
Yes;No;3003-CMDUU;No
Yes;Yes;3005-NFMTA;Yes
Yes;Yes;3005-TYFRD;No
Yes;Yes;3006-XIMLN;Yes
Yes;No;3007-FDPEA;No
Yes;Yes;3009-JWMPU;Yes
Yes;No;3011-WQKSZ;No
Yes;No;3012-VFFMN;No
Yes;No;3014-WJKSM;No
No;No phone service;3016-KSVCP;No
Yes;No;3018-TFTSU;Yes
Yes;No;3021-VLNRJ;No
Yes;Yes;3022-BEXHZ;No
Yes;Yes;3023-GFLBR;Yes
Yes;No;3026-ATZYV;No
Yes;Yes;3027-YNWZU;No
Yes;No;3027-ZTDHO;Yes
Yes;Yes;3030-YDNRM;No
Yes;No;3030-YZADT;Yes
Yes;No;3030-ZKIWL;No
No;No phone service;3034-ZBEQN;Yes
Yes;Yes;3038-PQIUY;No
Yes;No;3039-MJSLN;No
Yes;No;3043-SUDUA;No
Yes;No;3043-TYBNO;No
Yes;Yes;3045-XETSH;Yes
Yes;Yes;3049-NDXFL;Yes
Yes;Yes;3049-SOLAY;Yes
No;No phone service;3050-GBUSH;No
Yes;Yes;3050-RLLXC;No
No;No phone service;3055-MJDSB;No
Yes;No;3055-OYMSE;No
Yes;No;3055-VTCGS;No
Yes;Yes;3057-VJJQE;No
Yes;Yes;3058-HJCUY;Yes
No;No phone service;3058-WQDRE;No
Yes;Yes;3059-NGMXB;No
Yes;No;3061-BCKYI;No
Yes;Yes;3062-ICYZQ;No
Yes;No;3063-QFSZL;Yes
Yes;No;3066-RRJIO;Yes
Yes;No;3067-SVMTC;No
Yes;Yes;3068-OMWZA;Yes
No;No phone service;3069-SSVSN;No
Yes;No;3070-BDOQC;No
Yes;Yes;3070-DVEYC;Yes
Yes;No;3070-FNFZQ;No
Yes;Yes;3071-MVJCD;No
Yes;No;3071-VBYPO;No
Yes;Yes;3074-GQWYX;Yes
Yes;No;3077-RSNTJ;No
Yes;No;3078-ZKNTS;No
Yes;No;3079-BCHLN;No
No;No phone service;3082-VQXNH;No
Yes;No;3082-WQRVY;No
Yes;Yes;3082-YVEKW;No
Yes;Yes;3084-DOWLE;No
Yes;No;3085-QUOZK;Yes
Yes;Yes;3086-RUCRN;No
Yes;Yes;3088-FVYWK;No
Yes;Yes;3088-LHEFH;No
Yes;Yes;3090-HAWSU;Yes
Yes;Yes;3090-LETTY;No
Yes;No;3090-QFUVD;No
No;No phone service;3091-FYHKI;Yes
Yes;Yes;3092-IGHWF;Yes
Yes;Yes;3094-JOJAI;No
Yes;Yes;3096-GKWEB;No
Yes;No;3096-IZETN;Yes
Yes;Yes;3096-JRDSO;Yes
Yes;Yes;3096-WPXBT;No
Yes;Yes;3096-YXENJ;No
Yes;No;3097-FQTVJ;No
Yes;Yes;3097-IDVPU;No
Yes;No;3097-NNSPB;Yes
Yes;Yes;3097-NQYSN;Yes
Yes;No;3097-PYWXL;No
Yes;No;3099-OONVS;No
Yes;No;3104-OWCGK;Yes
Yes;Yes;3106-ULWFW;Yes
Yes;Yes;3108-PCCGG;No
Yes;No;3113-IWHLC;No
Yes;No;3115-JPJDD;No
Yes;Yes;3118-UHVVQ;No
Yes;Yes;3120-FAZKD;No
Yes;No;3125-RAHBV;No
Yes;Yes;3126-WQMGH;No
Yes;No;3128-YOVTD;No
Yes;Yes;3129-AAQOU;No
Yes;Yes;3130-ICDUP;No
Yes;No;3131-NWVFJ;No
No;No phone service;3132-TVFDZ;Yes
Yes;Yes;3133-PZNSR;No
Yes;Yes;3134-DSHVC;No
Yes;Yes;3137-LUPIX;No
Yes;No;3137-NYQQI;No
Yes;No;3138-BKYAV;Yes
Yes;Yes;3143-ILDAL;Yes
Yes;No;3143-JQEGI;Yes
Yes;No;3144-AUDBS;Yes
Yes;Yes;3144-KMTWZ;No
Yes;No;3146-JTQHR;No
Yes;Yes;3146-MSEGF;No
Yes;Yes;3148-AOIQT;No
Yes;No;3148-BLQJT;Yes
Yes;No;3154-CFSZG;No
Yes;No;3154-HMWUU;No
Yes;No;3156-QLHBO;No
Yes;Yes;3158-MOERK;Yes
No;No phone service;3160-TYXLT;No
Yes;Yes;3161-GETRM;No
Yes;No;3161-ONRWK;No
Yes;Yes;3162-KKZXO;No
Yes;No;3162-ZJZFU;No
Yes;No;3164-AALRN;Yes
No;No phone service;3164-YAXFY;No
Yes;No;3165-HDOEW;Yes
Yes;Yes;3166-PNEOF;No
Yes;Yes;3167-SNQPL;No
Yes;No;3170-GWYKC;No
Yes;No;3170-NMYVV;No
Yes;Yes;3173-NVMPX;No
Yes;No;3173-WSSUE;No
Yes;No;3174-AKMAS;No
Yes;Yes;3174-RKMOW;No
Yes;No;3177-LASXD;Yes
Yes;No;3178-CIFOT;No
Yes;Yes;3178-FESZO;Yes
Yes;No;3179-GBRWV;No
Yes;No;3181-MIZBN;No
No;No phone service;3181-VTHOE;No
Yes;No;3186-AJIEK;No
Yes;No;3186-BAXNB;Yes
Yes;No;3190-FZATL;No
Yes;No;3190-ITQXP;No
Yes;Yes;3190-XFANI;Yes
Yes;No;3191-CSNMG;No
Yes;No;3192-LNKRK;No
Yes;Yes;3192-NQECA;Yes
Yes;Yes;3194-ORPIK;Yes
Yes;No;3195-TQDZX;No
Yes;Yes;3196-NVXLZ;No
Yes;No;3197-ARFOY;No
Yes;Yes;3197-NNYNB;No
Yes;Yes;3198-VELRD;Yes
Yes;Yes;3199-NPKCN;No
Yes;Yes;3199-XGZCY;No
Yes;Yes;3200-MNQTF;No
Yes;No;3205-MXZRA;No
Yes;Yes;3207-OYBWH;Yes
Yes;Yes;3208-YPIOE;Yes
Yes;Yes;3209-ZPKFI;No
Yes;Yes;3211-AAPKX;No
Yes;No;3211-ILJTT;Yes
Yes;No;3212-KXOCR;No
Yes;No;3214-IYUUQ;No
Yes;No;3217-FZDMN;Yes
Yes;Yes;3219-JQRSL;No
Yes;No;3221-CJMSG;No
Yes;No;3223-DWFIO;No
Yes;Yes;3223-WZWJM;Yes
Yes;Yes;3224-DFQNQ;No
Yes;Yes;3227-WLKLI;No
Yes;No;3229-USWAR;No
Yes;No;3230-IUALN;No
Yes;Yes;3230-JCNZS;No
Yes;Yes;3230-WYKIR;Yes
Yes;No;3234-VKACU;No
Yes;No;3235-ETOOB;Yes
No;No phone service;3237-AJGEH;Yes
Yes;No;3239-TPHPZ;No
Yes;No;3243-ZHOHY;No
Yes;Yes;3244-CQPHU;No
Yes;No;3244-DCJWY;Yes
Yes;No;3247-MHJKM;No
